cellLR1,radEnergy1,cellLR2,radEnergy2,cellLR3,radEnergy3,cellLR4,radEnergy4,cellLR5,radEnergy5,cellLR6,radEnergy6,cellLR7,radEnergy7,cellLR8,radEnergy8,cellLR9,radEnergy9,cellLR10,radEnergy10,cellLR11,radEnergy11,cellLR12,radEnergy12,cellLR13,radEnergy13,cellLR14,radEnergy14,cellLR15,radEnergy15,cellLR16,radEnergy16,cellLR17,radEnergy17,cellLR18,radEnergy18,cellLR19,radEnergy19,cellLR20,radEnergy20,cellLR21,radEnergy21,cellLR22,radEnergy22,cellLR23,radEnergy23,cellLR24,radEnergy24,cellLR25,radEnergy25,cellLR26,radEnergy26,cellLR27,radEnergy27,cellLR28,radEnergy28,cellLR29,radEnergy29,cellLR30,radEnergy30,cellLR31,radEnergy31,cellLR32,radEnergy32,cellLR33,radEnergy33,cellLR34,radEnergy34,cellLR35,radEnergy35,cellLR36,radEnergy36,cellLR37,radEnergy37,cellLR38,radEnergy38,cellLR39,radEnergy39,cellLR40,radEnergy40,cellLR41,radEnergy41,cellLR42,radEnergy42,cellLR43,radEnergy43,cellLR44,radEnergy44,cellLR45,radEnergy45,cellLR46,radEnergy46,cellLR47,radEnergy47,cellLR48,radEnergy48,cellLR49,radEnergy49,cellLR50,radEnergy50,cellLR51,radEnergy51,cellLR52,radEnergy52,cellLR53,radEnergy53,cellLR54,radEnergy54,cellLR55,radEnergy55,cellLR56,radEnergy56,cellLR57,radEnergy57,cellLR58,radEnergy58,cellLR59,radEnergy59,cellLR60,radEnergy60,cellLR61,radEnergy61,cellLR62,radEnergy62,cellLR63,radEnergy63,cellLR64,radEnergy64,cellLR65,radEnergy65,cellLR66,radEnergy66,cellLR67,radEnergy67,cellLR68,radEnergy68,cellLR69,radEnergy69,cellLR70,radEnergy70,cellLR71,radEnergy71,cellLR72,radEnergy72,cellLR73,radEnergy73,cellLR74,radEnergy74,cellLR75,radEnergy75,cellLR76,radEnergy76,cellLR77,radEnergy77,cellLR78,radEnergy78,cellLR79,radEnergy79,cellLR80,radEnergy80,cellLR81,radEnergy81,cellLR82,radEnergy82,cellLR83,radEnergy83,cellLR84,radEnergy84,cellLR85,radEnergy85,cellLR86,radEnergy86,cellLR87,radEnergy87,cellLR88,radEnergy88,cellLR89,radEnergy89,cellLR90,radEnergy90,cellLR91,radEnergy91,cellLR92,radEnergy92,cellLR93,radEnergy93,cellLR94,radEnergy94,cellLR95,radEnergy95,cellLR96,radEnergy96,cellLR97,radEnergy97,cellLR98,radEnergy98,cellLR99,radEnergy99
0,0.47675,0.010101,0.45846,0.020202,0.4427,0.030303,0.42856,0.040404,0.41562,0.050505,0.40364,0.060606,0.39245,0.070707,0.38194,0.080808,0.37201,0.090909,0.36259,0.10101,0.35363,0.11111,0.34509,0.12121,0.33691,0.13131,0.32908,0.14141,0.32156,0.15152,0.31433,0.16162,0.30736,0.17172,0.30065,0.18182,0.29417,0.19192,0.28791,0.20202,0.28186,0.21212,0.276,0.22222,0.27033,0.23232,0.26483,0.24242,0.2595,0.25253,0.25432,0.26263,0.24929,0.27273,0.24441,0.28283,0.23966,0.29293,0.23504,0.30303,0.23055,0.31313,0.22618,0.32323,0.22192,0.33333,0.21777,0.34343,0.21372,0.35354,0.20978,0.36364,0.20593,0.37374,0.20218,0.38384,0.19852,0.39394,0.19495,0.40404,0.19146,0.41414,0.18805,0.42424,0.18473,0.43434,0.18147,0.44444,0.1783,0.45455,0.17519,0.46465,0.17215,0.47475,0.16918,0.48485,0.16628,0.49495,0.16343,0.50505,0.16065,0.51515,0.15793,0.52525,0.15527,0.53535,0.15266,0.54545,0.1501,0.55556,0.1476,0.56566,0.14515,0.57576,0.14275,0.58586,0.1404,0.59596,0.1381,0.60606,0.13584,0.61616,0.13363,0.62626,0.13146,0.63636,0.12933,0.64646,0.12724,0.65657,0.1252,0.66667,0.12319,0.67677,0.12123,0.68687,0.1193,0.69697,0.1174,0.70707,0.11555,0.71717,0.11372,0.72727,0.11193,0.73737,0.11018,0.74747,0.10846,0.75758,0.10677,0.76768,0.10511,0.77778,0.10348,0.78788,0.10188,0.79798,0.1003,0.80808,0.09876,0.81818,0.097245,0.82828,0.095756,0.83838,0.094294,0.84848,0.092858,0.85859,0.091447,0.86869,0.09006,0.87879,0.088698,0.88889,0.08736,0.89899,0.086045,0.90909,0.084752,0.91919,0.083482,0.92929,0.082234,0.93939,0.081007,0.94949,0.0798,0.9596,0.078615,0.9697,0.077449,0.9798,0.076303,0.9899,0.075176
0.010101,0.47675,0.020202,0.45846,0.030303,0.4427,0.040404,0.42856,0.050505,0.41562,0.060606,0.40364,0.070707,0.39245,0.080808,0.38194,0.090909,0.37201,0.10101,0.36259,0.11111,0.35363,0.12121,0.34509,0.13131,0.33691,0.14141,0.32908,0.15152,0.32156,0.16162,0.31433,0.17172,0.30736,0.18182,0.30065,0.19192,0.29417,0.20202,0.28791,0.21212,0.28186,0.22222,0.276,0.23232,0.27033,0.24242,0.26483,0.25253,0.2595,0.26263,0.25432,0.27273,0.24929,0.28283,0.24441,0.29293,0.23966,0.30303,0.23504,0.31313,0.23055,0.32323,0.22618,0.33333,0.22192,0.34343,0.21777,0.35354,0.21372,0.36364,0.20978,0.37374,0.20593,0.38384,0.20218,0.39394,0.19852,0.40404,0.19495,0.41414,0.19146,0.42424,0.18805,0.43434,0.18473,0.44444,0.18147,0.45455,0.1783,0.46465,0.17519,0.47475,0.17215,0.48485,0.16918,0.49495,0.16628,0.50505,0.16343,0.51515,0.16065,0.52525,0.15793,0.53535,0.15527,0.54545,0.15266,0.55556,0.1501,0.56566,0.1476,0.57576,0.14515,0.58586,0.14275,0.59596,0.1404,0.60606,0.1381,0.61616,0.13584,0.62626,0.13363,0.63636,0.13146,0.64646,0.12933,0.65657,0.12724,0.66667,0.1252,0.67677,0.12319,0.68687,0.12123,0.69697,0.1193,0.70707,0.1174,0.71717,0.11555,0.72727,0.11372,0.73737,0.11193,0.74747,0.11018,0.75758,0.10846,0.76768,0.10677,0.77778,0.10511,0.78788,0.10348,0.79798,0.10188,0.80808,0.1003,0.81818,0.09876,0.82828,0.097245,0.83838,0.095756,0.84848,0.094294,0.85859,0.092858,0.86869,0.091447,0.87879,0.09006,0.88889,0.088698,0.89899,0.08736,0.90909,0.086045,0.91919,0.084752,0.92929,0.083482,0.93939,0.082234,0.94949,0.081007,0.9596,0.0798,0.9697,0.078615,0.9798,0.077449,0.9899,0.076303,1,0.075176
