cellLR1,radEnergy1,cellLR2,radEnergy2,cellLR3,radEnergy3,cellLR4,radEnergy4,cellLR5,radEnergy5,cellLR6,radEnergy6,cellLR7,radEnergy7,cellLR8,radEnergy8,cellLR9,radEnergy9,cellLR10,radEnergy10,cellLR11,radEnergy11,cellLR12,radEnergy12,cellLR13,radEnergy13,cellLR14,radEnergy14,cellLR15,radEnergy15,cellLR16,radEnergy16,cellLR17,radEnergy17,cellLR18,radEnergy18,cellLR19,radEnergy19,cellLR20,radEnergy20,cellLR21,radEnergy21,cellLR22,radEnergy22,cellLR23,radEnergy23,cellLR24,radEnergy24,cellLR25,radEnergy25,cellLR26,radEnergy26,cellLR27,radEnergy27,cellLR28,radEnergy28,cellLR29,radEnergy29,cellLR30,radEnergy30,cellLR31,radEnergy31,cellLR32,radEnergy32,cellLR33,radEnergy33,cellLR34,radEnergy34,cellLR35,radEnergy35,cellLR36,radEnergy36,cellLR37,radEnergy37,cellLR38,radEnergy38,cellLR39,radEnergy39,cellLR40,radEnergy40,cellLR41,radEnergy41,cellLR42,radEnergy42,cellLR43,radEnergy43,cellLR44,radEnergy44,cellLR45,radEnergy45,cellLR46,radEnergy46,cellLR47,radEnergy47,cellLR48,radEnergy48,cellLR49,radEnergy49,cellLR50,radEnergy50,cellLR51,radEnergy51,cellLR52,radEnergy52,cellLR53,radEnergy53,cellLR54,radEnergy54,cellLR55,radEnergy55,cellLR56,radEnergy56,cellLR57,radEnergy57,cellLR58,radEnergy58,cellLR59,radEnergy59,cellLR60,radEnergy60,cellLR61,radEnergy61,cellLR62,radEnergy62,cellLR63,radEnergy63,cellLR64,radEnergy64,cellLR65,radEnergy65,cellLR66,radEnergy66,cellLR67,radEnergy67,cellLR68,radEnergy68,cellLR69,radEnergy69,cellLR70,radEnergy70,cellLR71,radEnergy71,cellLR72,radEnergy72,cellLR73,radEnergy73,cellLR74,radEnergy74,cellLR75,radEnergy75,cellLR76,radEnergy76,cellLR77,radEnergy77,cellLR78,radEnergy78,cellLR79,radEnergy79,cellLR80,radEnergy80,cellLR81,radEnergy81,cellLR82,radEnergy82,cellLR83,radEnergy83,cellLR84,radEnergy84,cellLR85,radEnergy85,cellLR86,radEnergy86,cellLR87,radEnergy87,cellLR88,radEnergy88,cellLR89,radEnergy89,cellLR90,radEnergy90,cellLR91,radEnergy91,cellLR92,radEnergy92,cellLR93,radEnergy93,cellLR94,radEnergy94,cellLR95,radEnergy95,cellLR96,radEnergy96,cellLR97,radEnergy97,cellLR98,radEnergy98,cellLR99,radEnergy99
0,1.8291,0.010101,1.8263,0.020202,1.8226,0.030303,1.8183,0.040404,1.8137,0.050505,1.8088,0.060606,1.8036,0.070707,1.7982,0.080808,1.7927,0.090909,1.787,0.10101,1.7812,0.11111,1.7753,0.12121,1.7693,0.13131,1.7633,0.14141,1.7572,0.15152,1.7512,0.16162,1.7451,0.17172,1.739,0.18182,1.733,0.19192,1.727,0.20202,1.721,0.21212,1.7151,0.22222,1.7093,0.23232,1.7035,0.24242,1.6978,0.25253,1.6922,0.26263,1.6867,0.27273,1.6813,0.28283,1.676,0.29293,1.6708,0.30303,1.6658,0.31313,1.6608,0.32323,1.656,0.33333,1.6512,0.34343,1.6466,0.35354,1.6422,0.36364,1.6378,0.37374,1.6336,0.38384,1.6294,0.39394,1.6254,0.40404,1.6216,0.41414,1.6178,0.42424,1.6141,0.43434,1.6105,0.44444,1.6071,0.45455,1.6037,0.46465,1.6004,0.47475,1.5973,0.48485,1.5941,0.49495,1.5911,0.50505,1.5882,0.51515,1.5853,0.52525,1.5824,0.53535,1.5796,0.54545,1.5769,0.55556,1.5741,0.56566,1.5715,0.57576,1.5688,0.58586,1.5661,0.59596,1.5635,0.60606,1.5608,0.61616,1.5582,0.62626,1.5555,0.63636,1.5529,0.64646,1.5501,0.65657,1.5474,0.66667,1.5446,0.67677,1.5418,0.68687,1.5389,0.69697,1.536,0.70707,1.533,0.71717,1.53,0.72727,1.5269,0.73737,1.5237,0.74747,1.5205,0.75758,1.5171,0.76768,1.5137,0.77778,1.5102,0.78788,1.5066,0.79798,1.503,0.80808,1.4992,0.81818,1.4954,0.82828,1.4915,0.83838,1.4875,0.84848,1.4834,0.85859,1.4792,0.86869,1.4749,0.87879,1.4706,0.88889,1.4661,0.89899,1.4616,0.90909,1.457,0.91919,1.4523,0.92929,1.4476,0.93939,1.4427,0.94949,1.4378,0.9596,1.4327,0.9697,1.4275,0.9798,1.4222,0.9899,1.4165
0.010101,1.8291,0.020202,1.8263,0.030303,1.8226,0.040404,1.8183,0.050505,1.8137,0.060606,1.8088,0.070707,1.8036,0.080808,1.7982,0.090909,1.7927,0.10101,1.787,0.11111,1.7812,0.12121,1.7753,0.13131,1.7693,0.14141,1.7633,0.15152,1.7572,0.16162,1.7512,0.17172,1.7451,0.18182,1.739,0.19192,1.733,0.20202,1.727,0.21212,1.721,0.22222,1.7151,0.23232,1.7093,0.24242,1.7035,0.25253,1.6978,0.26263,1.6922,0.27273,1.6867,0.28283,1.6813,0.29293,1.676,0.30303,1.6708,0.31313,1.6658,0.32323,1.6608,0.33333,1.656,0.34343,1.6512,0.35354,1.6466,0.36364,1.6422,0.37374,1.6378,0.38384,1.6336,0.39394,1.6294,0.40404,1.6254,0.41414,1.6216,0.42424,1.6178,0.43434,1.6141,0.44444,1.6105,0.45455,1.6071,0.46465,1.6037,0.47475,1.6004,0.48485,1.5973,0.49495,1.5941,0.50505,1.5911,0.51515,1.5882,0.52525,1.5853,0.53535,1.5824,0.54545,1.5796,0.55556,1.5769,0.56566,1.5741,0.57576,1.5715,0.58586,1.5688,0.59596,1.5661,0.60606,1.5635,0.61616,1.5608,0.62626,1.5582,0.63636,1.5555,0.64646,1.5529,0.65657,1.5501,0.66667,1.5474,0.67677,1.5446,0.68687,1.5418,0.69697,1.5389,0.70707,1.536,0.71717,1.533,0.72727,1.53,0.73737,1.5269,0.74747,1.5237,0.75758,1.5205,0.76768,1.5171,0.77778,1.5137,0.78788,1.5102,0.79798,1.5066,0.80808,1.503,0.81818,1.4992,0.82828,1.4954,0.83838,1.4915,0.84848,1.4875,0.85859,1.4834,0.86869,1.4792,0.87879,1.4749,0.88889,1.4706,0.89899,1.4661,0.90909,1.4616,0.91919,1.457,0.92929,1.4523,0.93939,1.4476,0.94949,1.4427,0.9596,1.4378,0.9697,1.4327,0.9798,1.4275,0.9899,1.4222,1,1.4165
